Id,SalePrice
1461,122278.0
1462,156698.0
1463,185908.0
1464,194322.0
1465,189765.0
1466,171878.0
1467,171149.0
1468,163483.0
1469,180981.0
1470,126133.0
1471,188795.0
1472,97190.0
1473,95736.0
1474,147981.0
1475,118486.0
1476,361238.0
1477,249253.0
1478,290466.0
1479,284980.0
1480,479719.0
1481,317016.0
1482,208294.0
1483,173726.0
1484,166537.0
1485,183111.0
1486,191247.0
1487,324035.0
1488,229837.0
1489,198445.0
1490,235129.0
1491,192844.0
1492,91833.0
1493,186770.0
1494,280068.0
1495,288524.0
1496,240685.0
1497,180658.0
1498,167048.0
1499,163207.0
1500,158209.0
1501,174650.0
1502,150925.0
1503,287889.0
1504,239345.0
1505,225172.0
1506,184190.0
1507,244136.0
1508,196056.0
1509,160397.0
1510,149362.0
1511,149035.0
1512,171511.0
1513,146893.0
1514,155528.0
1515,186575.0
1516,150925.0
1517,163517.0
1518,134229.0
1519,218992.0
1520,134237.0
1521,138134.0
1522,169868.0
1523,117102.0
1524,122776.0
1525,124250.0
1526,115404.0
1527,102884.0
1528,134295.0
1529,152590.0
1530,172046.0
1531,108481.0
1532,97435.0
1533,144277.0
1534,118977.0
1535,151866.0
1536,108226.0
1537,62239.0
1538,159828.0
1539,194236.0
1540,94631.0
1541,141969.0
1542,141134.0
1543,202876.0
1544,76578.0
1545,109029.0
1546,130437.0
1547,136120.0
1548,135522.0
1549,118422.0
1550,140248.0
1551,111939.0
1552,142677.0
1553,151996.0
1554,119269.0
1555,165560.0
1556,84834.0
1557,102122.0
1558,99044.0
1559,79940.0
1560,130103.0
1561,131648.0
1562,129043.0
1563,123126.0
1564,156233.0
1565,151021.0
1566,227484.0
1567,74418.0
1568,226555.0
1569,134751.0
1570,138138.0
1571,119584.0
1572,146096.0
1573,244529.0
1574,118656.0
1575,227621.0
1576,232478.0
1577,190776.0
1578,147663.0
1579,142901.0
1580,193399.0
1581,151709.0
1582,128512.0
1583,298975.0
1584,224770.0
1585,138561.0
1586,68255.0
1587,103291.0
1588,152682.0
1589,97776.0
1590,132246.0
1591,97485.0
1592,120255.0
1593,129018.0
1594,129789.0
1595,113221.0
1596,222911.0
1597,189279.0
1598,207030.0
1599,165182.0
1600,166456.0
1601,66075.0
1602,109991.0
1603,86294.0
1604,269624.0
1605,235331.0
1606,165083.0
1607,163487.0
1608,216852.0
1609,183017.0
1610,150768.0
1611,135894.0
1612,167047.0
1613,164330.0
1614,123873.0
1615,92029.0
1616,79676.0
1617,92686.0
