Id,SalePrice
1461,116196.0
1462,148325.0
1463,184503.0
1464,195714.0
1465,192981.0
1466,170569.0
1467,173592.0
1468,156686.0
1469,187089.0
1470,120127.0
1471,175773.0
1472,96176.0
1473,93282.0
1474,140849.0
1475,103584.0
1476,363651.0
1477,238155.0
1478,297265.0
1479,290146.0
1480,491510.0
1481,330622.0
1482,209546.0
1483,185245.0
1484,160594.0
1485,191075.0
1486,190083.0
1487,334035.0
1488,236661.0
1489,189278.0
1490,244387.0
1491,198375.0
1492,93331.0
1493,185694.0
1494,287045.0
1495,288714.0
1496,231859.0
1497,181117.0
1498,175294.0
1499,165752.0
1500,157483.0
1501,176833.0
1502,141136.0
1503,292782.0
1504,234335.0
1505,223953.0
1506,190283.0
1507,243156.0
1508,204325.0
1509,158939.0
1510,145459.0
1511,152895.0
1512,173172.0
1513,150015.0
1514,149344.0
1515,189549.0
1516,156212.0
1517,175002.0
1518,133459.0
1519,212499.0
1520,123440.0
1521,128374.0
1522,175631.0
1523,112675.0
1524,128482.0
1525,115870.0
1526,112270.0
1527,106955.0
1528,135841.0
1529,150181.0
1530,187570.0
1531,107431.0
1532,95645.0
1533,154023.0
1534,123743.0
1535,148640.0
1536,106692.0
1537,57570.0
1538,147288.0
1539,187989.0
1540,93818.0
1541,141386.0
1542,142570.0
1543,185206.0
1544,87444.0
1545,115032.0
1546,133488.0
1547,130337.0
1548,136957.0
1549,118359.0
1550,135327.0
1551,105135.0
1552,135107.0
1553,144759.0
1554,111497.0
1555,165248.0
1556,83208.0
1557,103530.0
1558,101818.0
1559,70301.0
1560,125934.0
1561,123421.0
1562,127429.0
1563,117728.0
1564,155280.0
1565,153220.0
1566,244178.0
1567,77075.0
1568,237876.0
1569,132028.0
1570,135356.0
1571,119468.0
1572,143903.0
1573,239765.0
1574,120294.0
1575,235409.0
1576,246745.0
1577,184937.0
1578,150119.0
1579,148638.0
1580,198297.0
1581,157267.0
1582,121769.0
1583,284599.0
1584,215444.0
1585,135694.0
1586,66145.0
1587,107228.0
1588,152800.0
1589,97849.0
1590,129710.0
1591,96775.0
1592,116099.0
1593,128914.0
1594,124674.0
1595,108066.0
1596,211190.0
1597,197904.0
1598,221719.0
1599,169702.0
1600,162150.0
1601,62446.0
1602,110063.0
1603,74157.0
1604,265202.0
1605,229595.0
1606,162978.0
1607,173767.0
1608,227291.0
1609,177951.0
1610,150044.0
1611,134244.0
1612,169788.0
1613,164983.0
1614,125934.0
1615,93920.0
1616,79423.0
1617,93455.0
1618,122332.0
1619,139678.0
1620,149558.0
1621,132379.0
1622,137323.0
1623,252487.0
1624,209150.0
1625,115973.0
1626,162917.0
1627,193313.0
1628,286232.0
1629,180717.0
1630,339123.0
1631,234243.0
1632,250192.0
1633,177938.0
1634,184697.0
1635,174267.0
1636,147315.0
1637,194393.0
1638,174099.0
1639,188944.0
1640,247438.0
1641,179759.0
1642,253549.0
1643,213515.0
1644,244293.0
1645,196726.0
1646,154674.0
1647,152246.0
1648,128192.0
1649,141113.0
1650,110856.0
1651,116817.0
1652,97987.0
1653,100174.0
1654,142772.0
1655,128621.0
1656,139603.0
1657,148530.0
1658,146194.0
1659,113425.0
1660,156480.0
1661,466137.0
1662,383774.0
1663,367798.0
1664,510107.0
1665,304080.0
1666,316207.0
1667,387651.0
1668,350275.0
1669,312951.0
1670,348575.0
1671,251826.0
1672,421479.0
1673,296248.0
1674,236913.0
1675,194492.0
1676,195205.0
1677,224982.0
1678,464557.0
1679,390413.0
1680,325226.0
1681,255204.0
1682,316083.0
1683,183742.0
1684,172035.0
1685,174549.0
1686,168020.0
1687,173679.0
1688,189694.0
1689,196567.0
1690,196615.0
1691,187256.0
1692,263731.0
1693,172392.0
1694,184574.0
1695,166689.0
1696,266731.0
1697,176193.0
1698,340110.0
1699,317052.0
1700,252815.0
1701,273865.0
1702,235128.0
1703,243286.0
1704,254353.0
1705,241627.0
1706,413219.0
1707,201926.0
1708,199039.0
1709,254917.0
1710,218114.0
1711,285670.0
1712,244815.0
1713,265274.0
1714,220627.0
1715,206310.0
1716,182663.0
1717,175008.0
1718,135628.0
1719,214981.0
1720,234495.0
1721,156628.0
1722,123083.0
1723,154192.0
1724,206407.0
1725,234310.0
1726,189308.0
1727,151446.0
1728,178986.0
1729,171031.0
1730,152261.0
1731,117464.0
1732,124762.0
1733,108063.0
1734,121482.0
1735,118503.0
1736,105230.0
1737,289817.0
1738,263083.0
1739,227053.0
1740,211975.0
1741,191207.0
1742,177495.0
1743,179571.0
1744,353464.0
1745,223397.0
1746,183402.0
1747,216731.0
1748,211727.0
1749,142353.0
1750,125361.0
1751,250578.0
1752,112968.0
1753,152353.0
1754,192831.0
1755,169708.0
1756,125294.0
1757,119936.0
1758,147036.0
1759,164977.0
1760,157963.0
1761,143434.0
1762,184082.0
1763,187624.0
1764,113786.0
1765,165474.0
1766,188727.0
1767,220038.0
1768,136144.0
1769,175952.0
1770,156842.0
1771,117894.0
1772,131370.0
1773,123170.0
1774,141294.0
1775,140687.0
1776,127025.0
1777,109881.0
1778,141635.0
1779,122722.0
1780,183002.0
1781,124770.0
1782,83725.0
1783,141642.0
1784,107795.0
1785,124860.0
1786,136314.0
1787,165205.0
1788,60702.0
1789,96726.0
1790,81399.0
1791,180121.0
1792,156352.0
1793,129451.0
1794,156782.0
1795,133177.0
1796,121526.0
1797,106709.0
1798,117479.0
1799,108557.0
1800,127345.0
1801,130849.0
1802,135939.0
1803,148594.0
1804,135936.0
1805,133822.0
1806,120745.0
1807,135721.0
1808,123241.0
1809,125985.0
1810,139869.0
1811,93230.0
1812,99920.0
1813,125157.0
1814,100091.0
1815,51601.0
1816,104895.0
1817,106969.0
1818,152227.0
1819,126226.0
1820,59060.0
1821,117658.0
1822,153065.0
1823,49158.0
1824,130132.0
1825,133879.0
1826,107118.0
1827,102956.0
1828,134930.0
1829,122356.0
1830,142630.0
1831,140866.0
1832,68289.0
1833,139408.0
1834,116904.0
1835,117626.0
1836,121031.0
1837,82881.0
1838,128612.0
1839,95157.0
1840,145782.0
1841,136625.0
1842,94930.0
1843,128296.0
1844,141400.0
1845,147819.0
1846,156811.0
1847,175935.0
1848,53161.0
1849,111057.0
1850,116150.0
1851,153000.0
1852,128085.0
1853,126356.0
1854,168872.0
1855,156134.0
1856,219253.0
1857,129592.0
1858,133893.0
1859,119091.0
1860,145856.0
1861,119313.0
1862,342237.0
1863,316480.0
1864,316620.0
1865,358157.0
1866,334014.0
1867,218375.0
1868,289447.0
1869,205820.0
1870,215167.0
1871,265323.0
1872,175621.0
1873,247713.0
1874,150692.0
1875,201987.0
1876,208420.0
1877,203580.0
1878,205220.0
1879,130113.0
1880,127756.0
1881,235389.0
1882,241584.0
1883,185550.0
1884,207813.0
1885,228325.0
1886,284978.0
1887,205192.0
1888,249109.0
1889,170151.0
1890,115523.0
1891,133800.0
1892,98671.0
1893,136148.0
1894,121186.0
1895,136579.0
1896,124097.0
1897,116506.0
1898,113910.0
1899,173504.0
1900,147179.0
1901,176813.0
1902,156177.0
1903,212135.0
1904,143430.0
1905,192934.0
1906,150951.0
1907,217627.0
1908,106235.0
1909,129782.0
1910,118276.0
1911,229425.0
1912,359048.0
1913,130693.0
1914,60926.0
1915,314770.0
1916,66367.0
1917,242744.0
1918,140041.0
1919,177480.0
1920,161194.0
1921,379548.0
1922,325274.0
1923,242017.0
1924,226519.0
1925,194857.0
1926,365933.0
1927,131419.0
1928,162753.0
1929,119452.0
1930,126760.0
1931,136722.0
1932,141337.0
1933,189042.0
1934,180862.0
1935,171056.0
1936,195913.0
1937,187267.0
1938,168549.0
1939,237522.0
1940,189241.0
1941,164279.0
1942,184897.0
1943,215881.0
1944,387710.0
1945,404499.0
1946,132792.0
1947,333476.0
1948,172315.0
1949,252840.0
1950,191743.0
1951,229788.0
1952,196654.0
1953,165430.0
1954,183610.0
1955,136983.0
1956,314697.0
1957,151012.0
1958,275968.0
1959,145667.0
1960,109900.0
1961,119830.0
1962,96700.0
1963,104499.0
1964,105680.0
1965,138551.0
1966,136056.0
1967,296027.0
1968,423690.0
1969,394762.0
1970,397123.0
1971,484537.0
1972,368466.0
1973,274392.0
1974,327193.0
1975,578174.0
1976,263691.0
1977,346636.0
1978,340674.0
1979,321229.0
1980,207272.0
1981,341277.0
1982,222453.0
1983,203889.0
1984,164406.0
1985,230012.0
1986,214027.0
1987,185435.0
1988,171140.0
1989,192615.0
1990,203025.0
1991,244294.0
1992,212886.0
1993,165034.0
1994,221246.0
1995,183371.0
1996,252207.0
1997,320010.0
1998,301467.0
1999,284811.0
2000,318081.0
2001,300128.0
2002,245599.0
2003,248729.0
2004,287112.0
2005,227718.0
2006,223839.0
2007,239265.0
2008,218825.0
2009,206087.0
2010,185848.0
2011,140477.0
2012,175587.0
2013,179594.0
2014,179976.0
2015,213074.0
2016,191947.0
2017,197616.0
2018,117322.0
2019,132426.0
2020,98832.0
2021,95408.0
2022,185312.0
2023,152438.0
2024,282188.0
2025,352542.0
2026,175998.0
2027,162729.0
2028,151772.0
2029,170482.0
2030,257502.0
2031,227926.0
2032,252595.0
2033,245327.0
2034,177531.0
2035,225509.0
2036,198823.0
2037,213610.0
2038,340711.0
2039,236254.0
2040,282253.0
2041,341774.0
2042,206387.0
2043,177443.0
2044,159303.0
2045,206962.0
2046,154196.0
2047,142758.0
2048,140158.0
2049,145298.0
2050,173906.0
2051,99788.0
2052,118182.0
2053,150675.0
2054,89185.0
2055,156603.0
2056,148079.0
2057,108329.0
2058,211916.0
2059,130487.0
2060,176438.0
2061,168315.0
2062,128023.0
2063,122218.0
2064,133749.0
2065,115294.0
2066,163669.0
2067,110806.0
2068,149954.0
2069,86310.0
2070,116081.0
2071,93359.0
2072,129144.0
2073,125177.0
2074,176435.0
2075,148489.0
2076,114340.0
2077,155782.0
2078,121885.0
2079,133314.0
2080,123646.0
2081,123592.0
2082,115355.0
2083,150172.0
2084,107012.0
2085,117287.0
2086,109495.0
2087,125047.0
2088,93653.0
2089,80217.0
2090,118944.0
2091,110043.0
2092,120629.0
2093,113736.0
2094,110822.0
2095,148801.0
2096,86304.0
2097,97456.0
2098,154843.0
2099,51413.0
2100,75067.0
2101,111392.0
2102,123538.0
2103,107140.0
2104,137204.0
2105,130280.0
2106,65959.0
2107,180383.0
2108,115489.0
2109,109638.0
2110,130642.0
2111,136788.0
2112,140510.0
2113,117953.0
2114,127592.0
2115,162301.0
2116,110656.0
2117,141789.0
2118,123926.0
2119,115812.0
2120,113789.0
2121,93094.0
2122,118905.0
2123,81756.0
2124,155871.0
2125,117559.0
2126,150450.0
2127,172621.0
2128,119695.0
2129,85042.0
2130,133156.0
2131,137892.0
2132,109447.0
2133,124303.0
2134,125145.0
2135,96073.0
2136,78133.0
2137,105626.0
2138,138326.0
2139,148113.0
2140,133561.0
2141,162750.0
2142,128303.0
2143,151646.0
2144,119856.0
2145,137420.0
2146,179560.0
2147,143390.0
2148,133110.0
2149,148460.0
2150,245381.0
2151,111651.0
2152,177934.0
2153,157453.0
2154,100122.0
2155,136163.0
2156,251573.0
2157,226930.0
2158,247088.0
2159,209656.0
2160,186263.0
2161,225825.0
2162,382132.0
2163,367520.0
2164,255545.0
2165,214696.0
2166,158845.0
2167,218296.0
2168,205433.0
2169,194870.0
2170,217212.0
2171,161070.0
2172,133572.0
2173,184299.0
2174,221456.0
2175,288682.0
2176,311096.0
2177,231009.0
2178,208503.0
2179,136921.0
2180,210306.0
2181,198993.0
2182,223710.0
2183,192103.0
2184,118776.0
2185,134449.0
2186,147102.0
2187,150006.0
2188,159498.0
2189,278704.0
2190,75496.0
2191,80245.0
2192,86310.0
2193,116217.0
2194,103032.0
2195,101520.0
2196,102351.0
2197,117390.0
2198,165199.0
2199,199669.0
2200,146520.0
2201,143521.0
2202,235488.0
2203,130805.0
2204,181692.0
2205,123270.0
2206,134308.0
2207,216064.0
2208,282575.0
2209,251987.0
2210,118624.0
2211,114722.0
2212,122570.0
2213,103799.0
2214,134423.0
2215,99433.0
2216,152451.0
2217,67259.0
2218,80229.0
2219,73595.0
2220,68903.0
2221,321917.0
2222,285739.0
2223,295061.0
2224,208953.0
2225,115539.0
2226,181700.0
2227,191416.0
2228,272273.0
2229,258087.0
2230,153737.0
2231,222333.0
2232,180206.0
2233,177449.0
2234,242520.0
2235,224418.0
2236,249222.0
2237,284944.0
2238,194946.0
2239,108013.0
2240,154745.0
2241,155739.0
2242,124831.0
2243,131930.0
2244,105914.0
2245,101156.0
2246,138684.0
2247,118188.0
2248,115362.0
2249,111003.0
2250,126088.0
2251,107647.0
2252,179342.0
2253,153913.0
2254,183530.0
2255,184383.0
2256,169677.0
2257,208553.0
2258,155792.0
2259,172388.0
2260,143046.0
2261,198162.0
2262,215974.0
2263,394990.0
2264,504837.0
2265,167672.0
2266,322537.0
2267,341494.0
2268,452075.0
2269,153568.0
2270,203536.0
2271,209180.0
2272,197581.0
2273,157302.0
2274,183582.0
2275,154899.0
2276,194256.0
2277,185171.0
2278,148843.0
2279,131309.0
2280,114583.0
2281,165551.0
2282,184652.0
2283,110918.0
2284,114351.0
2285,139092.0
2286,121883.0
2287,383334.0
2288,286987.0
2289,375704.0
2290,457164.0
2291,357370.0
2292,467192.0
2293,485448.0
2294,395504.0
2295,488566.0
2296,277605.0
2297,377438.0
2298,355235.0
2299,338295.0
2300,346811.0
2301,336339.0
2302,246900.0
2303,242064.0
2304,245686.0
2305,199822.0
2306,191509.0
2307,197019.0
2308,228610.0
2309,295615.0
2310,219018.0
2311,203986.0
2312,172564.0
2313,170091.0
2314,175759.0
2315,181691.0
2316,203441.0
2317,190793.0
2318,183737.0
2319,191829.0
2320,193063.0
2321,239964.0
2322,179069.0
2323,198187.0
2324,186355.0
2325,213212.0
2326,176792.0
2327,196543.0
2328,221879.0
2329,190593.0
2330,179041.0
2331,341667.0
2332,394577.0
2333,318731.0
2334,263771.0
2335,298283.0
2336,293960.0
2337,201698.0
2338,263107.0
2339,222007.0
2340,394751.0
2341,203168.0
2342,236766.0
2343,228899.0
2344,221329.0
2345,231253.0
2346,217326.0
2347,199909.0
2348,248641.0
2349,198033.0
2350,317620.0
2351,271256.0
2352,261351.0
2353,230239.0
2354,140744.0
2355,143731.0
2356,149777.0
2357,182763.0
2358,206106.0
2359,131647.0
2360,114505.0
2361,146380.0
2362,272178.0
2363,135408.0
2364,152318.0
2365,201944.0
2366,193230.0
2367,227925.0
2368,217205.0
2369,212982.0
2370,167859.0
2371,163928.0
2372,190348.0
2373,298025.0
2374,316437.0
2375,240516.0
2376,293866.0
2377,328313.0
2378,151813.0
2379,195737.0
2380,153120.0
2381,168322.0
2382,206627.0
2383,201273.0
2384,247481.0
2385,162081.0
2386,127694.0
2387,136644.0
2388,102558.0
2389,112602.0
2390,155167.0
2391,139666.0
2392,118035.0
2393,174185.0
2394,145309.0
2395,216352.0
2396,142503.0
2397,234190.0
2398,125714.0
2399,64931.0
2400,64656.0
2401,122219.0
2402,141580.0
2403,146986.0
2404,157253.0
2405,163167.0
2406,137989.0
2407,119768.0
2408,146984.0
2409,119024.0
2410,164866.0
2411,111157.0
2412,157513.0
2413,131822.0
2414,171881.0
2415,135401.0
2416,128225.0
2417,136193.0
2418,137729.0
2419,130874.0
2420,119447.0
2421,165278.0
2422,104494.0
2423,118323.0
2424,158332.0
2425,184072.0
2426,131770.0
2427,129627.0
2428,185361.0
2429,112132.0
2430,131979.0
2431,107967.0
2432,149596.0
2433,143853.0
2434,137725.0
2435,150418.0
2436,107049.0
2437,103453.0
2438,121421.0
2439,101631.0
2440,118832.0
2441,92613.0
2442,94445.0
2443,134645.0
2444,136533.0
2445,87490.0
2446,143847.0
2447,184135.0
2448,121318.0
2449,112030.0
2450,158427.0
2451,112651.0
2452,198296.0
2453,88995.0
2454,123443.0
2455,122061.0
2456,148161.0
2457,140351.0
2458,129190.0
2459,111872.0
2460,146119.0
2461,128307.0
2462,131782.0
2463,128351.0
2464,176998.0
2465,144106.0
2466,119621.0
2467,124746.0
2468,85549.0
2469,84468.0
2470,195141.0
2471,214300.0
2472,156303.0
2473,113405.0
2474,76767.0
2475,216830.0
2476,116057.0
2477,129989.0
2478,156424.0
2479,106536.0
2480,152443.0
2481,119927.0
2482,122523.0
2483,106694.0
2484,117869.0
2485,126181.0
2486,153226.0
2487,159819.0
2488,169881.0
2489,156617.0
2490,135756.0
2491,94425.0
2492,207646.0
2493,161460.0
2494,151830.0
2495,90908.0
2496,244275.0
2497,156906.0
2498,104334.0
2499,86260.0
2500,123214.0
2501,140064.0
2502,143485.0
2503,93814.0
2504,203526.0
2505,235173.0
2506,247268.0
2507,273730.0
2508,246113.0
2509,219407.0
2510,209384.0
2511,177514.0
2512,211704.0
2513,227292.0
2514,263188.0
2515,152000.0
2516,181781.0
2517,148374.0
2518,160031.0
2519,245325.0
2520,223434.0
2521,184021.0
2522,223148.0
2523,114803.0
2524,132510.0
2525,157712.0
2526,137220.0
2527,118190.0
2528,129935.0
2529,139680.0
2530,121793.0
2531,258633.0
2532,230118.0
2533,190306.0
2534,236499.0
2535,287485.0
2536,245670.0
2537,245974.0
2538,185849.0
2539,182830.0
2540,189010.0
2541,187229.0
2542,171478.0
2543,119628.0
2544,119472.0
2545,140822.0
2546,124000.0
2547,126385.0
2548,149975.0
2549,159214.0
2550,696949.0
2551,143765.0
2552,138343.0
2553,73924.0
2554,87068.0
2555,120048.0
2556,96748.0
2557,103667.0
2558,138267.0
2559,151801.0
2560,150154.0
2561,144142.0
2562,139364.0
2563,147179.0
2564,200825.0
2565,134921.0
2566,163993.0
2567,140118.0
2568,199233.0
2569,241472.0
2570,115500.0
2571,196412.0
2572,153662.0
2573,223180.0
2574,335787.0
2575,126904.0
2576,112397.0
2577,142207.0
2578,80511.0
2579,62588.0
2580,91952.0
2581,101864.0
2582,112601.0
2583,290340.0
2584,188558.0
2585,188634.0
2586,218199.0
2587,199703.0
2588,135100.0
2589,148327.0
2590,195295.0
2591,232598.0
2592,208195.0
2593,244911.0
2594,184686.0
2595,209416.0
2596,282311.0
2597,185718.0
2598,292604.0
2599,337256.0
2600,159980.0
2601,144180.0
2602,83926.0
2603,94387.0
2604,91992.0
2605,80283.0
2606,138783.0
2607,204943.0
2608,189996.0
2609,165688.0
2610,101331.0
2611,117082.0
2612,162528.0
2613,125816.0
2614,121668.0
2615,158639.0
2616,137168.0
2617,183515.0
2618,206155.0
2619,195141.0
2620,185933.0
2621,175984.0
2622,182640.0
2623,227892.0
2624,305290.0
2625,277045.0
2626,172459.0
2627,159476.0
2628,514324.0
2629,536639.0
2630,384827.0
2631,497739.0
2632,422350.0
2633,310716.0
2634,448003.0
2635,153013.0
2636,166675.0
2637,184228.0
2638,265383.0
2639,192136.0
2640,147777.0
2641,101552.0
2642,187957.0
2643,106154.0
2644,115623.0
2645,112017.0
2646,95609.0
2647,103168.0
2648,140063.0
2649,156747.0
2650,130079.0
2651,139364.0
2652,403003.0
2653,261582.0
2654,262491.0
2655,402771.0
2656,322836.0
2657,355325.0
2658,303396.0
2659,311960.0
2660,375634.0
2661,358551.0
2662,377413.0
2663,286710.0
2664,289244.0
2665,337298.0
2666,292027.0
2667,171726.0
2668,177006.0
2669,184186.0
2670,273538.0
2671,187367.0
2672,198398.0
2673,203817.0
2674,202784.0
2675,176656.0
2676,190323.0
2677,199714.0
2678,245273.0
2679,280564.0
2680,297134.0
2681,396713.0
2682,313905.0
2683,507074.0
2684,313993.0
2685,336787.0
2686,246089.0
2687,304627.0
2688,214663.0
2689,213402.0
2690,423059.0
2691,187946.0
2692,146006.0
2693,206890.0
2694,138553.0
2695,193032.0
2696,185546.0
2697,186233.0
2698,191459.0
2699,169594.0
2700,151943.0
2701,152292.0
2702,110181.0
2703,118487.0
2704,142155.0
2705,112339.0
2706,103285.0
2707,121570.0
2708,133184.0
2709,100702.0
2710,125849.0
2711,308821.0
2712,398965.0
2713,169164.0
